Pokedex Number,Pokemon,Link,HP,Attack,Defense,Speed,Special Attack,Special Defense,Stat Total
0154,Meganium,https://bulbapedia.bulbagarden.net/wiki/Meganium_(Pok%C3%A9mon),80,82,100,80,83,100,525
0154,Meganium Mega Meganium,https://bulbapedia.bulbagarden.net/wiki/Meganium_(Pok%C3%A9mon),80,92,115,80,143,115,625
0155,Cyndaquil,https://bulbapedia.bulbagarden.net/wiki/Cyndaquil_(Pok%C3%A9mon),39,52,43,65,60,50,309
0156,Quilava,https://bulbapedia.bulbagarden.net/wiki/Quilava_(Pok%C3%A9mon),58,64,58,80,80,65,405
0157,Typhlosion,https://bulbapedia.bulbagarden.net/wiki/Typhlosion_(Pok%C3%A9mon),78,84,78,100,109,85,534
0157,Typhlosion Hisuian Typhlosion,https://bulbapedia.bulbagarden.net/wiki/Typhlosion_(Pok%C3%A9mon),73,84,78,95,119,85,534
0158,Totodile,https://bulbapedia.bulbagarden.net/wiki/Totodile_(Pok%C3%A9mon),50,65,64,43,44,48,314
0159,Croconaw,https://bulbapedia.bulbagarden.net/wiki/Croconaw_(Pok%C3%A9mon),65,80,80,58,59,63,405
0160,Feraligatr,https://bulbapedia.bulbagarden.net/wiki/Feraligatr_(Pok%C3%A9mon),85,105,100,78,79,83,530
0160,Feraligatr Mega Feraligatr,https://bulbapedia.bulbagarden.net/wiki/Feraligatr_(Pok%C3%A9mon),85,160,125,78,89,93,630
0161,Sentret,https://bulbapedia.bulbagarden.net/wiki/Sentret_(Pok%C3%A9mon),35,46,34,20,35,45,215
0162,Furret,https://bulbapedia.bulbagarden.net/wiki/Furret_(Pok%C3%A9mon),85,76,64,90,45,55,415
0163,Hoothoot,https://bulbapedia.bulbagarden.net/wiki/Hoothoot_(Pok%C3%A9mon),60,30,30,50,36,56,262
0164,Noctowl,https://bulbapedia.bulbagarden.net/wiki/Noctowl_(Pok%C3%A9mon),100,50,50,70,86,96,452
0165,Ledyba,https://bulbapedia.bulbagarden.net/wiki/Ledyba_(Pok%C3%A9mon),40,20,30,55,40,80,265
0166,Ledian,https://bulbapedia.bulbagarden.net/wiki/Ledian_(Pok%C3%A9mon),55,35,50,85,55,110,390
0167,Spinarak,https://bulbapedia.bulbagarden.net/wiki/Spinarak_(Pok%C3%A9mon),40,60,40,30,40,40,250
0168,Ariados,https://bulbapedia.bulbagarden.net/wiki/Ariados_(Pok%C3%A9mon),70,90,70,40,60,70,400
0169,Crobat,https://bulbapedia.bulbagarden.net/wiki/Crobat_(Pok%C3%A9mon),85,90,80,130,70,80,535
0170,Chinchou,https://bulbapedia.bulbagarden.net/wiki/Chinchou_(Pok%C3%A9mon),75,38,38,67,56,56,330
0171,Lanturn,https://bulbapedia.bulbagarden.net/wiki/Lanturn_(Pok%C3%A9mon),125,58,58,67,76,76,460
0172,Pichu,https://bulbapedia.bulbagarden.net/wiki/Pichu_(Pok%C3%A9mon),20,40,15,60,35,35,205
0173,Cleffa,https://bulbapedia.bulbagarden.net/wiki/Cleffa_(Pok%C3%A9mon),50,25,28,15,45,55,218
0174,Igglybuff,https://bulbapedia.bulbagarden.net/wiki/Igglybuff_(Pok%C3%A9mon),90,30,15,15,40,20,210
0175,Togepi,https://bulbapedia.bulbagarden.net/wiki/Togepi_(Pok%C3%A9mon),35,20,65,20,40,65,245
0176,Togetic,https://bulbapedia.bulbagarden.net/wiki/Togetic_(Pok%C3%A9mon),55,40,85,40,80,105,405
0177,Natu,https://bulbapedia.bulbagarden.net/wiki/Natu_(Pok%C3%A9mon),40,50,45,70,70,45,320
0178,Xatu,https://bulbapedia.bulbagarden.net/wiki/Xatu_(Pok%C3%A9mon),65,75,70,95,95,70,470
0179,Mareep,https://bulbapedia.bulbagarden.net/wiki/Mareep_(Pok%C3%A9mon),55,40,40,35,65,45,280
0180,Flaaffy,https://bulbapedia.bulbagarden.net/wiki/Flaaffy_(Pok%C3%A9mon),70,55,55,45,80,60,365
0181,Ampharos,https://bulbapedia.bulbagarden.net/wiki/Ampharos_(Pok%C3%A9mon),90,75,85,55,115,90,510
0181,Ampharos Mega Ampharos,https://bulbapedia.bulbagarden.net/wiki/Ampharos_(Pok%C3%A9mon),90,95,105,45,165,110,610
0182,Bellossom,https://bulbapedia.bulbagarden.net/wiki/Bellossom_(Pok%C3%A9mon),75,80,95,50,90,100,490
0183,Marill,https://bulbapedia.bulbagarden.net/wiki/Marill_(Pok%C3%A9mon),70,20,50,40,20,50,250
0184,Azumarill,https://bulbapedia.bulbagarden.net/wiki/Azumarill_(Pok%C3%A9mon),100,50,80,50,60,80,420
0185,Sudowoodo,https://bulbapedia.bulbagarden.net/wiki/Sudowoodo_(Pok%C3%A9mon),70,100,115,30,30,65,410
0186,Politoed,https://bulbapedia.bulbagarden.net/wiki/Politoed_(Pok%C3%A9mon),90,75,75,70,90,100,500
0187,Hoppip,https://bulbapedia.bulbagarden.net/wiki/Hoppip_(Pok%C3%A9mon),35,35,40,50,35,55,250
0188,Skiploom,https://bulbapedia.bulbagarden.net/wiki/Skiploom_(Pok%C3%A9mon),55,45,50,80,45,65,340
0189,Jumpluff,https://bulbapedia.bulbagarden.net/wiki/Jumpluff_(Pok%C3%A9mon),75,55,70,110,55,95,460
0190,Aipom,https://bulbapedia.bulbagarden.net/wiki/Aipom_(Pok%C3%A9mon),55,70,55,85,40,55,360
0191,Sunkern,https://bulbapedia.bulbagarden.net/wiki/Sunkern_(Pok%C3%A9mon),30,30,30,30,30,30,180
0192,Sunflora,https://bulbapedia.bulbagarden.net/wiki/Sunflora_(Pok%C3%A9mon),75,75,55,30,105,85,425
0193,Yanma,https://bulbapedia.bulbagarden.net/wiki/Yanma_(Pok%C3%A9mon),65,65,45,95,75,45,390
0194,Wooper,https://bulbapedia.bulbagarden.net/wiki/Wooper_(Pok%C3%A9mon),55,45,45,15,25,25,210
0194,Wooper Paldean Wooper,https://bulbapedia.bulbagarden.net/wiki/Wooper_(Pok%C3%A9mon),55,45,45,15,25,25,210
0195,Quagsire,https://bulbapedia.bulbagarden.net/wiki/Quagsire_(Pok%C3%A9mon),95,85,85,35,65,65,430
0196,Espeon,https://bulbapedia.bulbagarden.net/wiki/Espeon_(Pok%C3%A9mon),65,65,60,110,130,95,525
0197,Umbreon,https://bulbapedia.bulbagarden.net/wiki/Umbreon_(Pok%C3%A9mon),95,65,110,65,60,130,525
0198,Murkrow,https://bulbapedia.bulbagarden.net/wiki/Murkrow_(Pok%C3%A9mon),60,85,42,91,85,42,405
0199,Slowking,https://bulbapedia.bulbagarden.net/wiki/Slowking_(Pok%C3%A9mon),95,75,80,30,100,110,490
0199,Slowking Galarian Slowking,https://bulbapedia.bulbagarden.net/wiki/Slowking_(Pok%C3%A9mon),95,65,80,30,110,110,490
0200,Misdreavus,https://bulbapedia.bulbagarden.net/wiki/Misdreavus_(Pok%C3%A9mon),60,60,60,85,85,85,435
0201,Unown,https://bulbapedia.bulbagarden.net/wiki/Unown_(Pok%C3%A9mon),48,72,48,48,72,48,336
0202,Wobbuffet,https://bulbapedia.bulbagarden.net/wiki/Wobbuffet_(Pok%C3%A9mon),190,33,58,33,33,58,405
0203,Girafarig,https://bulbapedia.bulbagarden.net/wiki/Girafarig_(Pok%C3%A9mon),70,80,65,85,90,65,455
0204,Pineco,https://bulbapedia.bulbagarden.net/wiki/Pineco_(Pok%C3%A9mon),50,65,90,15,35,35,290
0205,Forretress,https://bulbapedia.bulbagarden.net/wiki/Forretress_(Pok%C3%A9mon),75,90,140,40,60,60,465
0206,Dunsparce,https://bulbapedia.bulbagarden.net/wiki/Dunsparce_(Pok%C3%A9mon),100,70,70,45,65,65,415
0207,Gligar,https://bulbapedia.bulbagarden.net/wiki/Gligar_(Pok%C3%A9mon),65,75,105,85,35,65,430
0208,Steelix,https://bulbapedia.bulbagarden.net/wiki/Steelix_(Pok%C3%A9mon),75,85,200,30,55,65,510
0208,Steelix Mega Steelix,https://bulbapedia.bulbagarden.net/wiki/Steelix_(Pok%C3%A9mon),75,125,230,30,55,95,610
0209,Snubbull,https://bulbapedia.bulbagarden.net/wiki/Snubbull_(Pok%C3%A9mon),60,80,50,30,40,40,300
0210,Granbull,https://bulbapedia.bulbagarden.net/wiki/Granbull_(Pok%C3%A9mon),90,120,75,45,60,60,450
0211,Qwilfish,https://bulbapedia.bulbagarden.net/wiki/Qwilfish_(Pok%C3%A9mon),65,95,85,85,55,55,440
0211,Qwilfish Hisuian Qwilfish,https://bulbapedia.bulbagarden.net/wiki/Qwilfish_(Pok%C3%A9mon),65,95,85,85,55,55,440
0212,Scizor,https://bulbapedia.bulbagarden.net/wiki/Scizor_(Pok%C3%A9mon),70,130,100,65,55,80,500
0212,Scizor Mega Scizor,https://bulbapedia.bulbagarden.net/wiki/Scizor_(Pok%C3%A9mon),70,150,140,75,65,100,600
0213,Shuckle,https://bulbapedia.bulbagarden.net/wiki/Shuckle_(Pok%C3%A9mon),20,10,230,5,10,230,505
0214,Heracross,https://bulbapedia.bulbagarden.net/wiki/Heracross_(Pok%C3%A9mon),80,125,75,85,40,95,500
0214,Heracross Mega Heracross,https://bulbapedia.bulbagarden.net/wiki/Heracross_(Pok%C3%A9mon),80,185,115,75,40,105,600
0215,Sneasel,https://bulbapedia.bulbagarden.net/wiki/Sneasel_(Pok%C3%A9mon),55,95,55,115,35,75,430
0215,Sneasel Hisuian Sneasel,https://bulbapedia.bulbagarden.net/wiki/Sneasel_(Pok%C3%A9mon),55,95,55,115,35,75,430
0216,Teddiursa,https://bulbapedia.bulbagarden.net/wiki/Teddiursa_(Pok%C3%A9mon),60,80,50,40,50,50,330
0217,Ursaring,https://bulbapedia.bulbagarden.net/wiki/Ursaring_(Pok%C3%A9mon),90,130,75,55,75,75,500
0218,Slugma,https://bulbapedia.bulbagarden.net/wiki/Slugma_(Pok%C3%A9mon),40,40,40,20,70,40,250
0219,Magcargo,https://bulbapedia.bulbagarden.net/wiki/Magcargo_(Pok%C3%A9mon),60,50,120,30,90,80,430
0220,Swinub,https://bulbapedia.bulbagarden.net/wiki/Swinub_(Pok%C3%A9mon),50,50,40,50,30,30,250
0221,Piloswine,https://bulbapedia.bulbagarden.net/wiki/Piloswine_(Pok%C3%A9mon),100,100,80,50,60,60,450
0222,Corsola,https://bulbapedia.bulbagarden.net/wiki/Corsola_(Pok%C3%A9mon),65,55,95,35,65,95,410
0222,Corsola Galarian Corsola,https://bulbapedia.bulbagarden.net/wiki/Corsola_(Pok%C3%A9mon),60,55,100,30,65,100,410
0223,Remoraid,https://bulbapedia.bulbagarden.net/wiki/Remoraid_(Pok%C3%A9mon),35,65,35,65,65,35,300
0224,Octillery,https://bulbapedia.bulbagarden.net/wiki/Octillery_(Pok%C3%A9mon),75,105,75,45,105,75,480
0225,Delibird,https://bulbapedia.bulbagarden.net/wiki/Delibird_(Pok%C3%A9mon),45,55,45,75,65,45,330
0226,Mantine,https://bulbapedia.bulbagarden.net/wiki/Mantine_(Pok%C3%A9mon),85,40,70,70,80,140,485
0227,Skarmory,https://bulbapedia.bulbagarden.net/wiki/Skarmory_(Pok%C3%A9mon),65,80,140,70,40,70,465
0227,Skarmory Mega Skarmory,https://bulbapedia.bulbagarden.net/wiki/Skarmory_(Pok%C3%A9mon),65,140,110,110,40,100,565
0228,Houndour,https://bulbapedia.bulbagarden.net/wiki/Houndour_(Pok%C3%A9mon),45,60,30,65,80,50,330
0229,Houndoom,https://bulbapedia.bulbagarden.net/wiki/Houndoom_(Pok%C3%A9mon),75,90,50,95,110,80,500
0229,Houndoom Mega Houndoom,https://bulbapedia.bulbagarden.net/wiki/Houndoom_(Pok%C3%A9mon),75,90,90,115,140,90,600
0230,Kingdra,https://bulbapedia.bulbagarden.net/wiki/Kingdra_(Pok%C3%A9mon),75,95,95,85,95,95,540
0231,Phanpy,https://bulbapedia.bulbagarden.net/wiki/Phanpy_(Pok%C3%A9mon),90,60,60,40,40,40,330
0232,Donphan,https://bulbapedia.bulbagarden.net/wiki/Donphan_(Pok%C3%A9mon),90,120,120,50,60,60,500
0233,Porygon2,https://bulbapedia.bulbagarden.net/wiki/Porygon2_(Pok%C3%A9mon),85,80,90,60,105,95,515
0234,Stantler,https://bulbapedia.bulbagarden.net/wiki/Stantler_(Pok%C3%A9mon),73,95,62,85,85,65,465
0235,Smeargle,https://bulbapedia.bulbagarden.net/wiki/Smeargle_(Pok%C3%A9mon),55,20,35,75,20,45,250
0236,Tyrogue,https://bulbapedia.bulbagarden.net/wiki/Tyrogue_(Pok%C3%A9mon),35,35,35,35,35,35,210
0237,Hitmontop,https://bulbapedia.bulbagarden.net/wiki/Hitmontop_(Pok%C3%A9mon),50,95,95,70,35,110,455
0238,Smoochum,https://bulbapedia.bulbagarden.net/wiki/Smoochum_(Pok%C3%A9mon),45,30,15,65,85,65,305
0239,Elekid,https://bulbapedia.bulbagarden.net/wiki/Elekid_(Pok%C3%A9mon),45,63,37,95,65,55,360
0240,Magby,https://bulbapedia.bulbagarden.net/wiki/Magby_(Pok%C3%A9mon),45,75,37,83,70,55,365
0241,Miltank,https://bulbapedia.bulbagarden.net/wiki/Miltank_(Pok%C3%A9mon),95,80,105,100,40,70,490
0242,Blissey,https://bulbapedia.bulbagarden.net/wiki/Blissey_(Pok%C3%A9mon),255,10,10,55,75,135,540
0243,Raikou,https://bulbapedia.bulbagarden.net/wiki/Raikou_(Pok%C3%A9mon),90,85,75,115,115,100,580
0244,Entei,https://bulbapedia.bulbagarden.net/wiki/Entei_(Pok%C3%A9mon),115,115,85,100,90,75,580
0245,Suicune,https://bulbapedia.bulbagarden.net/wiki/Suicune_(Pok%C3%A9mon),100,75,115,85,90,115,580
0246,Larvitar,https://bulbapedia.bulbagarden.net/wiki/Larvitar_(Pok%C3%A9mon),50,64,50,41,45,50,300
0247,Pupitar,https://bulbapedia.bulbagarden.net/wiki/Pupitar_(Pok%C3%A9mon),70,84,70,51,65,70,410
0248,Tyranitar,https://bulbapedia.bulbagarden.net/wiki/Tyranitar_(Pok%C3%A9mon),100,134,110,61,95,100,600
0248,Tyranitar Mega Tyranitar,https://bulbapedia.bulbagarden.net/wiki/Tyranitar_(Pok%C3%A9mon),100,164,150,71,95,120,700
0249,Lugia,https://bulbapedia.bulbagarden.net/wiki/Lugia_(Pok%C3%A9mon),106,90,130,110,90,154,680
0250,Ho-Oh,https://bulbapedia.bulbagarden.net/wiki/Ho-Oh_(Pok%C3%A9mon),106,130,90,90,110,154,680
0251,Celebi,https://bulbapedia.bulbagarden.net/wiki/Celebi_(Pok%C3%A9mon),100,100,100,100,100,100,600
0252,Treecko,https://bulbapedia.bulbagarden.net/wiki/Treecko_(Pok%C3%A9mon),40,45,35,70,65,55,310
0253,Grovyle,https://bulbapedia.bulbagarden.net/wiki/Grovyle_(Pok%C3%A9mon),50,65,45,95,85,65,405
0254,Sceptile,https://bulbapedia.bulbagarden.net/wiki/Sceptile_(Pok%C3%A9mon),70,85,65,120,105,85,530
0254,Sceptile Mega Sceptile,https://bulbapedia.bulbagarden.net/wiki/Sceptile_(Pok%C3%A9mon),70,110,75,145,145,85,630
0255,Torchic,https://bulbapedia.bulbagarden.net/wiki/Torchic_(Pok%C3%A9mon),45,60,40,45,70,50,310
0256,Combusken,https://bulbapedia.bulbagarden.net/wiki/Combusken_(Pok%C3%A9mon),60,85,60,55,85,60,405
0257,Blaziken,https://bulbapedia.bulbagarden.net/wiki/Blaziken_(Pok%C3%A9mon),80,120,70,80,110,70,530
0257,Blaziken Mega Blaziken,https://bulbapedia.bulbagarden.net/wiki/Blaziken_(Pok%C3%A9mon),80,160,80,100,130,80,630
0258,Mudkip,https://bulbapedia.bulbagarden.net/wiki/Mudkip_(Pok%C3%A9mon),50,70,50,40,50,50,310
0259,Marshtomp,https://bulbapedia.bulbagarden.net/wiki/Marshtomp_(Pok%C3%A9mon),70,85,70,50,60,70,405
0260,Swampert,https://bulbapedia.bulbagarden.net/wiki/Swampert_(Pok%C3%A9mon),100,110,90,60,85,90,535
0260,Swampert Mega Swampert,https://bulbapedia.bulbagarden.net/wiki/Swampert_(Pok%C3%A9mon),100,150,110,70,95,110,635
0261,Poochyena,https://bulbapedia.bulbagarden.net/wiki/Poochyena_(Pok%C3%A9mon),35,55,35,35,30,30,220
0262,Mightyena,https://bulbapedia.bulbagarden.net/wiki/Mightyena_(Pok%C3%A9mon),70,90,70,70,60,60,420
0263,Zigzagoon,https://bulbapedia.bulbagarden.net/wiki/Zigzagoon_(Pok%C3%A9mon),38,30,41,60,30,41,240
0263,Zigzagoon Galarian Zigzagoon,https://bulbapedia.bulbagarden.net/wiki/Zigzagoon_(Pok%C3%A9mon),38,30,41,60,30,41,240
0264,Linoone,https://bulbapedia.bulbagarden.net/wiki/Linoone_(Pok%C3%A9mon),78,70,61,100,50,61,420
0264,Linoone Galarian Linoone,https://bulbapedia.bulbagarden.net/wiki/Linoone_(Pok%C3%A9mon),78,70,61,100,50,61,420
0265,Wurmple,https://bulbapedia.bulbagarden.net/wiki/Wurmple_(Pok%C3%A9mon),45,45,35,20,20,30,195
0266,Silcoon,https://bulbapedia.bulbagarden.net/wiki/Silcoon_(Pok%C3%A9mon),50,35,55,15,25,25,205
0267,Beautifly,https://bulbapedia.bulbagarden.net/wiki/Beautifly_(Pok%C3%A9mon),60,70,50,65,100,50,395
0268,Cascoon,https://bulbapedia.bulbagarden.net/wiki/Cascoon_(Pok%C3%A9mon),50,35,55,15,25,25,205
0269,Dustox,https://bulbapedia.bulbagarden.net/wiki/Dustox_(Pok%C3%A9mon),60,50,70,65,50,90,385
0270,Lotad,https://bulbapedia.bulbagarden.net/wiki/Lotad_(Pok%C3%A9mon),40,30,30,30,40,50,220
0271,Lombre,https://bulbapedia.bulbagarden.net/wiki/Lombre_(Pok%C3%A9mon),60,50,50,50,60,70,340
0272,Ludicolo,https://bulbapedia.bulbagarden.net/wiki/Ludicolo_(Pok%C3%A9mon),80,70,70,70,90,100,480
0273,Seedot,https://bulbapedia.bulbagarden.net/wiki/Seedot_(Pok%C3%A9mon),40,40,50,30,30,30,220
0274,Nuzleaf,https://bulbapedia.bulbagarden.net/wiki/Nuzleaf_(Pok%C3%A9mon),70,70,40,60,60,40,340
0275,Shiftry,https://bulbapedia.bulbagarden.net/wiki/Shiftry_(Pok%C3%A9mon),90,100,60,80,90,60,480
0276,Taillow,https://bulbapedia.bulbagarden.net/wiki/Taillow_(Pok%C3%A9mon),40,55,30,85,30,30,270
0277,Swellow,https://bulbapedia.bulbagarden.net/wiki/Swellow_(Pok%C3%A9mon),60,85,60,125,75,50,455
0278,Wingull,https://bulbapedia.bulbagarden.net/wiki/Wingull_(Pok%C3%A9mon),40,30,30,85,55,30,270
0279,Pelipper,https://bulbapedia.bulbagarden.net/wiki/Pelipper_(Pok%C3%A9mon),60,50,100,65,95,70,440
0280,Ralts,https://bulbapedia.bulbagarden.net/wiki/Ralts_(Pok%C3%A9mon),28,25,25,40,45,35,198
0281,Kirlia,https://bulbapedia.bulbagarden.net/wiki/Kirlia_(Pok%C3%A9mon),38,35,35,50,65,55,278
0282,Gardevoir,https://bulbapedia.bulbagarden.net/wiki/Gardevoir_(Pok%C3%A9mon),68,65,65,80,125,115,518
0282,Gardevoir Mega Gardevoir,https://bulbapedia.bulbagarden.net/wiki/Gardevoir_(Pok%C3%A9mon),68,85,65,100,165,135,618
0283,Surskit,https://bulbapedia.bulbagarden.net/wiki/Surskit_(Pok%C3%A9mon),40,30,32,65,50,52,269
0284,Masquerain,https://bulbapedia.bulbagarden.net/wiki/Masquerain_(Pok%C3%A9mon),70,60,62,80,100,82,454
0285,Shroomish,https://bulbapedia.bulbagarden.net/wiki/Shroomish_(Pok%C3%A9mon),60,40,60,35,40,60,295
0286,Breloom,https://bulbapedia.bulbagarden.net/wiki/Breloom_(Pok%C3%A9mon),60,130,80,70,60,60,460
0287,Slakoth,https://bulbapedia.bulbagarden.net/wiki/Slakoth_(Pok%C3%A9mon),60,60,60,30,35,35,280
0288,Vigoroth,https://bulbapedia.bulbagarden.net/wiki/Vigoroth_(Pok%C3%A9mon),80,80,80,90,55,55,440
0289,Slaking,https://bulbapedia.bulbagarden.net/wiki/Slaking_(Pok%C3%A9mon),150,160,100,100,95,65,670
0290,Nincada,https://bulbapedia.bulbagarden.net/wiki/Nincada_(Pok%C3%A9mon),31,45,90,40,30,30,266
0291,Ninjask,https://bulbapedia.bulbagarden.net/wiki/Ninjask_(Pok%C3%A9mon),61,90,45,160,50,50,456
0292,Shedinja,https://bulbapedia.bulbagarden.net/wiki/Shedinja_(Pok%C3%A9mon),1,90,45,40,30,30,236
0293,Whismur,https://bulbapedia.bulbagarden.net/wiki/Whismur_(Pok%C3%A9mon),64,51,23,28,51,23,240
0294,Loudred,https://bulbapedia.bulbagarden.net/wiki/Loudred_(Pok%C3%A9mon),84,71,43,48,71,43,360
0295,Exploud,https://bulbapedia.bulbagarden.net/wiki/Exploud_(Pok%C3%A9mon),104,91,63,68,91,73,490
0296,Makuhita,https://bulbapedia.bulbagarden.net/wiki/Makuhita_(Pok%C3%A9mon),72,60,30,25,20,30,237
0297,Hariyama,https://bulbapedia.bulbagarden.net/wiki/Hariyama_(Pok%C3%A9mon),144,120,60,50,40,60,474
0298,Azurill,https://bulbapedia.bulbagarden.net/wiki/Azurill_(Pok%C3%A9mon),50,20,40,20,20,40,190
0299,Nosepass,https://bulbapedia.bulbagarden.net/wiki/Nosepass_(Pok%C3%A9mon),30,45,135,30,45,90,375
0300,Skitty,https://bulbapedia.bulbagarden.net/wiki/Skitty_(Pok%C3%A9mon),50,45,45,50,35,35,260
0301,Delcatty,https://bulbapedia.bulbagarden.net/wiki/Delcatty_(Pok%C3%A9mon),70,65,65,90,55,55,400
0302,Sableye,https://bulbapedia.bulbagarden.net/wiki/Sableye_(Pok%C3%A9mon),50,75,75,50,65,65,380
0302,Sableye Mega Sableye,https://bulbapedia.bulbagarden.net/wiki/Sableye_(Pok%C3%A9mon),50,85,125,20,85,115,480
0303,Mawile,https://bulbapedia.bulbagarden.net/wiki/Mawile_(Pok%C3%A9mon),50,85,85,50,55,55,380
0303,Mawile Mega Mawile,https://bulbapedia.bulbagarden.net/wiki/Mawile_(Pok%C3%A9mon),50,105,125,50,55,95,480
0303,Mawile Mega MawileZA,https://bulbapedia.bulbagarden.net/wiki/Mawile_(Pok%C3%A9mon),50,147,125,50,55,95,522
0304,Aron,https://bulbapedia.bulbagarden.net/wiki/Aron_(Pok%C3%A9mon),50,70,100,30,40,40,330
0305,Lairon,https://bulbapedia.bulbagarden.net/wiki/Lairon_(Pok%C3%A9mon),60,90,140,40,50,50,430
0306,Aggron,https://bulbapedia.bulbagarden.net/wiki/Aggron_(Pok%C3%A9mon),70,110,180,50,60,60,530
0306,Aggron Mega Aggron,https://bulbapedia.bulbagarden.net/wiki/Aggron_(Pok%C3%A9mon),70,140,230,50,60,80,630
0307,Meditite,https://bulbapedia.bulbagarden.net/wiki/Meditite_(Pok%C3%A9mon),30,40,55,60,40,55,280
0307,Meditite in Legends: Z-A,https://bulbapedia.bulbagarden.net/wiki/Meditite_(Pok%C3%A9mon),30,56,55,60,40,55,296
0308,Medicham,https://bulbapedia.bulbagarden.net/wiki/Medicham_(Pok%C3%A9mon),60,60,75,80,60,75,410
0308,Medicham in Legends: Z-A,https://bulbapedia.bulbagarden.net/wiki/Medicham_(Pok%C3%A9mon),60,84,75,80,60,75,434
0308,Medicham Mega Medicham,https://bulbapedia.bulbagarden.net/wiki/Medicham_(Pok%C3%A9mon),60,100,85,100,80,85,510
0308,Medicham Mega MedichamZA,https://bulbapedia.bulbagarden.net/wiki/Medicham_(Pok%C3%A9mon),60,140,85,100,80,85,550
0309,Electrike,https://bulbapedia.bulbagarden.net/wiki/Electrike_(Pok%C3%A9mon),40,45,40,65,65,40,295
0310,Manectric,https://bulbapedia.bulbagarden.net/wiki/Manectric_(Pok%C3%A9mon),70,75,60,105,105,60,475
0310,Manectric Mega Manectric,https://bulbapedia.bulbagarden.net/wiki/Manectric_(Pok%C3%A9mon),70,75,80,135,135,80,575
0311,Plusle,https://bulbapedia.bulbagarden.net/wiki/Plusle_(Pok%C3%A9mon),60,50,40,95,85,75,405
0312,Minun,https://bulbapedia.bulbagarden.net/wiki/Minun_(Pok%C3%A9mon),60,40,50,95,75,85,405
0313,Volbeat,https://bulbapedia.bulbagarden.net/wiki/Volbeat_(Pok%C3%A9mon),65,73,75,85,47,85,430
0314,Illumise,https://bulbapedia.bulbagarden.net/wiki/Illumise_(Pok%C3%A9mon),65,47,75,85,73,85,430
0315,Roselia,https://bulbapedia.bulbagarden.net/wiki/Roselia_(Pok%C3%A9mon),50,60,45,65,100,80,400
0316,Gulpin,https://bulbapedia.bulbagarden.net/wiki/Gulpin_(Pok%C3%A9mon),70,43,53,40,43,53,302
0317,Swalot,https://bulbapedia.bulbagarden.net/wiki/Swalot_(Pok%C3%A9mon),100,73,83,55,73,83,467
0318,Carvanha,https://bulbapedia.bulbagarden.net/wiki/Carvanha_(Pok%C3%A9mon),45,90,20,65,65,20,305
0319,Sharpedo,https://bulbapedia.bulbagarden.net/wiki/Sharpedo_(Pok%C3%A9mon),70,120,40,95,95,40,460
0319,Sharpedo Mega Sharpedo,https://bulbapedia.bulbagarden.net/wiki/Sharpedo_(Pok%C3%A9mon),70,140,70,105,110,65,560
0320,Wailmer,https://bulbapedia.bulbagarden.net/wiki/Wailmer_(Pok%C3%A9mon),130,70,35,60,70,35,400
0321,Wailord,https://bulbapedia.bulbagarden.net/wiki/Wailord_(Pok%C3%A9mon),170,90,45,60,90,45,500
0322,Numel,https://bulbapedia.bulbagarden.net/wiki/Numel_(Pok%C3%A9mon),60,60,40,35,65,45,305
0323,Camerupt,https://bulbapedia.bulbagarden.net/wiki/Camerupt_(Pok%C3%A9mon),70,100,70,40,105,75,460
0323,Camerupt Mega Camerupt,https://bulbapedia.bulbagarden.net/wiki/Camerupt_(Pok%C3%A9mon),70,120,100,20,145,105,560
0324,Torkoal,https://bulbapedia.bulbagarden.net/wiki/Torkoal_(Pok%C3%A9mon),70,85,140,20,85,70,470
0325,Spoink,https://bulbapedia.bulbagarden.net/wiki/Spoink_(Pok%C3%A9mon),60,25,35,60,70,80,330
0326,Grumpig,https://bulbapedia.bulbagarden.net/wiki/Grumpig_(Pok%C3%A9mon),80,45,65,80,90,110,470
0327,Spinda,https://bulbapedia.bulbagarden.net/wiki/Spinda_(Pok%C3%A9mon),60,60,60,60,60,60,360
0328,Trapinch,https://bulbapedia.bulbagarden.net/wiki/Trapinch_(Pok%C3%A9mon),45,100,45,10,45,45,290
0329,Vibrava,https://bulbapedia.bulbagarden.net/wiki/Vibrava_(Pok%C3%A9mon),50,70,50,70,50,50,340
0330,Flygon,https://bulbapedia.bulbagarden.net/wiki/Flygon_(Pok%C3%A9mon),80,100,80,100,80,80,520
0331,Cacnea,https://bulbapedia.bulbagarden.net/wiki/Cacnea_(Pok%C3%A9mon),50,85,40,35,85,40,335
0332,Cacturne,https://bulbapedia.bulbagarden.net/wiki/Cacturne_(Pok%C3%A9mon),70,115,60,55,115,60,475
0333,Swablu,https://bulbapedia.bulbagarden.net/wiki/Swablu_(Pok%C3%A9mon),45,40,60,50,40,75,310
0334,Altaria,https://bulbapedia.bulbagarden.net/wiki/Altaria_(Pok%C3%A9mon),75,70,90,80,70,105,490
0334,Altaria Mega Altaria,https://bulbapedia.bulbagarden.net/wiki/Altaria_(Pok%C3%A9mon),75,110,110,80,110,105,590
0335,Zangoose,https://bulbapedia.bulbagarden.net/wiki/Zangoose_(Pok%C3%A9mon),73,115,60,90,60,60,458
0336,Seviper,https://bulbapedia.bulbagarden.net/wiki/Seviper_(Pok%C3%A9mon),73,100,60,65,100,60,458
